ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000236830	21	36098090	36175815	CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]	CBR3-AS1
ENSG00000237017	19	54119511	54125343	PRPF31 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40700]	PRPF31-AS1
ENSG00000237037	22	42090931	42137742	NDUFA6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45273]	NDUFA6-DT
ENSG00000237172	16	67148104	67151260	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28714]	B3GNT9
ENSG00000237214	22	41064052	41064633	ribosomal protein S9 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19428]	RPS9P2
ENSG00000237232	21	42009078	42055131	ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]	ZNF295-AS1
ENSG00000237440	19	20535825	20565809	zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]	ZNF737
ENSG00000237476	22	20957092	20964881	long intergenic non-protein coding RNA 1637 [Source:HGNC Symbol;Acc:HGNC:52424]	LINC01637
ENSG00000237609	21	39028536	39029128	long intergenic non-protein coding RNA 2943 [Source:HGNC Symbol;Acc:HGNC:55958]	LINC02943
ENSG00000237917	Y	26594851	26634652	poly(ADP-ribose) polymerase family member 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18500]	PARP4P1
ENSG00000237945	21	33915534	34039762	long intergenic non-protein coding RNA 649 [Source:HGNC Symbol;Acc:HGNC:44305]	LINC00649
ENSG00000237989	21	43358055	43365330	long intergenic non-protein coding RNA 1679 [Source:HGNC Symbol;Acc:HGNC:52469]	LINC01679
ENSG00000238045	16	29808636	29821252	MVP divergent transcript [Source:HGNC Symbol;Acc:HGNC:56029]	MVP-DT
ENSG00000238083	17	46511508	46556910	leucine rich repeat containing 37 member A2 [Source:HGNC Symbol;Acc:HGNC:32404]	LRRC37A2
ENSG00000238120	22	45604413	45639173	long intergenic non-protein coding RNA 1589 [Source:HGNC Symbol;Acc:HGNC:51520]	LINC01589
ENSG00000238129	20	26135961	26196891	novel transcript	
ENSG00000238197	21	32728079	32747065	PAXBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39603]	PAXBP1-AS1
ENSG00000239282	22	30285114	30289694	cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]	CASTOR1
ENSG00000239382	19	36009120	36014297	alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]	ALKBH6
ENSG00000239672	17	51152949	51162428	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]	NME1
ENSG00000239697	17	7548508	7557890	TNF superfamily member 12 [Source:HGNC Symbol;Acc:HGNC:11927]	TNFSF12
ENSG00000239713	22	39077059	39087743	apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]	APOBEC3G
ENSG00000239830	19	9683294	9684073	ribosomal protein S4X pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:36125]	RPS4XP22
ENSG00000239900	22	40346461	40390463	adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]	ADSL
ENSG00000240043	16	70444674	70444912	ribosomal protein S27 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36904]	RPS27P26
ENSG00000240445	17	18667629	18682314	forkhead box O3B [Source:HGNC Symbol;Acc:HGNC:3822]	FOXO3B
ENSG00000240616	19	12894133	12894880	ribosomal protein S6 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:35948]	RPS6P25
ENSG00000240634	16	28813980	28814673	ribosomal protein S15a (RPS15A) pseudogene	
ENSG00000240793	16	48334471	48334854	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:35625]	UBA52P8
ENSG00000240849	20	50118254	50153754	plasmanylethanolamine desaturase 1 [Source:HGNC Symbol;Acc:HGNC:16735]	PEDS1
ENSG00000240898	17	3665220	3665702	ribosomal protein L21 pseudogene 125 [Source:HGNC Symbol;Acc:HGNC:36039]	RPL21P125
ENSG00000240972	22	23894372	23895227	macrophage migration inhibitory factor [Source:HGNC Symbol;Acc:HGNC:7097]	MIF
ENSG00000241200	Y	7990987	7991806	zinc finger protein 736 pseudogene 7, Y-linked [Source:HGNC Symbol;Acc:HGNC:38404]	ZNF736P7Y
ENSG00000241322	17	15565484	15619704	F-box and WD repeat domain containing 10B [Source:HGNC Symbol;Acc:HGNC:14379]	FBXW10B
ENSG00000241837	21	33901028	33915853	ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]	ATP5PO
ENSG00000241878	22	31618489	31662239	phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]	PISD
ENSG00000241945	21	44107358	44131181	PWP2 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:9711]	PWP2
ENSG00000241973	22	20707691	20859417	phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983]	PI4KA
ENSG00000242114	22	30425623	30429054	mitochondrial fission process 1 [Source:HGNC Symbol;Acc:HGNC:26945]	MTFP1
ENSG00000242173	16	280450	283010	Rho GDP dissociation inhibitor gamma [Source:HGNC Symbol;Acc:HGNC:680]	ARHGDIG
ENSG00000242221	19	43064209	43083045	pregnancy specific beta-1-glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:9519]	PSG2
ENSG00000242247	22	42796502	42858106	ARF GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]	ARFGAP3
ENSG00000242259	22	19351368	19447711	chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]	C22orf39
ENSG00000242372	20	35278906	35284985	eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]	EIF6
ENSG00000242498	15	89895006	89912952	actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]	ARPIN
ENSG00000242550	18	63907958	63936111	serpin family B member 10 [Source:HGNC Symbol;Acc:HGNC:8942]	SERPINB10
ENSG00000242553	21	37220321	37338496	novel transcript, antisense to DSCR3	
ENSG00000242612	16	401854	412492	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]	DECR2
ENSG00000243130	19	43007656	43026474	pregnancy specific beta-1-glycoprotein 11 [Source:HGNC Symbol;Acc:HGNC:9516]	PSG11
ENSG00000243137	19	43192702	43207299	pregnancy specific beta-1-glycoprotein 4 [Source:HGNC Symbol;Acc:HGNC:9521]	PSG4
ENSG00000243156	22	17787649	18024561	microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]	MICAL3
ENSG00000243646	21	33266363	33311420	interleukin 10 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:5965]	IL10RB
ENSG00000243678	17	51163013	51171749	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:7850]	NME2
ENSG00000243829	19	49719498	49720081	ribosomal protein S9 (RPS9) pseudogene	
ENSG00000243927	21	34073224	34362252	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]	MRPS6
ENSG00000244005	20	35668052	35699373	NFS1 cysteine desulfurase [Source:HGNC Symbol;Acc:HGNC:15910]	NFS1
ENSG00000244045	17	28357642	28363683	vacuolar ATPase assembly factor VMA12 [Source:HGNC Symbol;Acc:HGNC:18085]	VMA12
ENSG00000244165	19	10111693	10115372	purinergic receptor P2Y11 [Source:HGNC Symbol;Acc:HGNC:8540]	P2RY11
ENSG00000244184	17	4704095	4705770	PELP1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55614]	PELP1-DT
ENSG00000244274	20	45405616	45410870	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]	DBNDD2
ENSG00000244462	20	35648925	35664956	RNA binding motif protein 12 [Source:HGNC Symbol;Acc:HGNC:9898]	RBM12
ENSG00000244486	22	20424584	20437944	scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]	SCARF2
ENSG00000244509	22	39014224	39020352	apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]	APOBEC3C
ENSG00000244625	22	26646363	27004694	MIAT neighbor [Source:HGNC Symbol;Acc:HGNC:50731]	MIATNB
ENSG00000244687	20	50081122	50115959	ubiquitin conjugating enzyme E2 V1 [Source:HGNC Symbol;Acc:HGNC:12494]	UBE2V1
ENSG00000245680	19	37181579	37218153	zinc finger protein 585B [Source:HGNC Symbol;Acc:HGNC:30948]	ZNF585B
ENSG00000245694	16	54844649	54931354	colorectal neoplasia differentially expressed [Source:HGNC Symbol;Acc:HGNC:37078]	CRNDE
ENSG00000245848	19	33299934	33302534	CCAAT enhancer binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1833]	CEBPA
ENSG00000245888	16	27268205	27290492	NSMCE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51368]	NSMCE1-DT
ENSG00000246640	17	50050349	50056018	p53 inducible cancer associated RNA transcript 1 [Source:HGNC Symbol;Acc:HGNC:27576]	PICART1
ENSG00000247315	20	297570	300321	zinc finger CCHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]	ZCCHC3
ENSG00000247735	16	29926836	29928933	KCTD13 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55585]	KCTD13-DT
ENSG00000248098	19	41397793	41425005	branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]	BCKDHA
ENSG00000248099	19	17816512	17821574	insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]	INSL3
ENSG00000248476	21	29351634	29361894	BACH1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:40006]	BACH1-IT1
ENSG00000248830	19	34542462	34545395	zinc finger protein 807, pseudogene [Source:HGNC Symbol;Acc:HGNC:33229]	ZNF807P
ENSG00000249115	19	35612735	35625355	HAUS augmin like complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29130]	HAUS5
ENSG00000249471	19	58450369	58459868	zinc finger protein 324B [Source:HGNC Symbol;Acc:HGNC:33107]	ZNF324B
ENSG00000249923	22	20198729	20212221	long intergenic non-protein coding RNA 2891 [Source:HGNC Symbol;Acc:HGNC:55221]	LINC02891
ENSG00000250067	19	19528861	19537584	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785]	YJEFN3
ENSG00000250318	22	30653877	30654814	ribosomal protein L13a pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:35492]	RPL13AP26
ENSG00000250479	22	23765834	23767982	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]	CHCHD10
ENSG00000250506	17	76000644	76005999	cyclin dependent kinase 3 [Source:HGNC Symbol;Acc:HGNC:1772]	CDK3
ENSG00000251247	19	36850338	36913029	zinc finger protein 345 [Source:HGNC Symbol;Acc:HGNC:16367]	ZNF345
ENSG00000251322	22	50674408	50733212	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]	SHANK3
ENSG00000251369	19	57535257	57559863	zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]	ZNF550
ENSG00000251537	17	15571491	15651653	novel tripartite motif-containing 16 (TRIM16) and CMT1A duplicated region transcript 1 (CDRT1) protein	
ENSG00000251665	17	50944053	50956002	novel transcript	
ENSG00000253102	17	50394927	50398965	LRRC59 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58254]	LRRC59-AS1
ENSG00000253352	22	30969245	30979395	taurine up-regulated 1 [Source:HGNC Symbol;Acc:HGNC:26066]	TUG1
ENSG00000253506	17	61590421	61591219	nascent polypeptide associated complex subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:23290]	NACA2
ENSG00000254004	19	36510687	36528696	zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]	ZNF260
ENSG00000254681	16	18374521	18401940	polycystin 1, transient receptor potential channel interacting pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:30069]	PKD1P5
ENSG00000254858	19	18193218	18196948	MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]	MPV17L2
ENSG00000254887	19	42132555	42157523	long non-coding regulator of POU2F2 [Source:HGNC Symbol;Acc:HGNC:55512]	LNROP
ENSG00000254901	19	19176902	19192591	BLOC-1 related complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:37247]	BORCS8
ENSG00000254995	20	58651434	58715410	STX16-NPEPL1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:41993]	STX16-NPEPL1
ENSG00000255112	18	11851413	11854444	charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287]	CHMP1B
ENSG00000255875	19	52809824	52810708	PABPN1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54989]	PABPN1P2
ENSG00000256060	19	57363551	57365405	trafficking protein particle complex subunit 2B [Source:HGNC Symbol;Acc:HGNC:10710]	TRAPPC2B
ENSG00000256073	21	32393048	32394380	URB1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:23128]	URB1-AS1
ENSG00000256087	19	52031378	52095738	zinc finger protein 432 [Source:HGNC Symbol;Acc:HGNC:20810]	ZNF432
ENSG00000256124	17	72030291	72041310	long intergenic non-protein coding RNA 1152 [Source:HGNC Symbol;Acc:HGNC:16752]	LINC01152
ENSG00000256229	19	20167214	20200488	zinc finger protein 486 [Source:HGNC Symbol;Acc:HGNC:20807]	ZNF486
ENSG00000256294	19	44112181	44135055	zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018]	ZNF225
ENSG00000256525	17	64477781	64497071	DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]	POLG2
ENSG00000256683	19	51964061	51986856	zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656]	ZNF350
ENSG00000256771	19	19865881	19894674	zinc finger protein 253 [Source:HGNC Symbol;Acc:HGNC:13497]	ZNF253
ENSG00000256806	17	6651762	6693202	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	C17orf100
ENSG00000256812	16	55566684	55567687	calpain small subunit 2 [Source:HGNC Symbol;Acc:HGNC:16371]	CAPNS2
ENSG00000257074	19	34296277	34296592	ribosomal protein L29 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:36923]	RPL29P33
ENSG00000257103	19	34172426	34229302	LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]	LSM14A
ENSG00000257403	16	21347139	21352138	BTG3 associated nuclear protein (BNAP) pseudogene	
ENSG00000257704	19	47274373	47277755	InaF motif containing 1 [Source:HGNC Symbol;Acc:HGNC:27406]	INAFM1
ENSG00000258366	20	63657810	63696253	regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]	RTEL1
ENSG00000258405	19	52453553	52516882	zinc finger protein 578 [Source:HGNC Symbol;Acc:HGNC:26449]	ZNF578
ENSG00000258429	16	69326913	69330588	peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]	PDF
ENSG00000258674	19	19516227	19536076	novel protein	
ENSG00000258839	16	89912119	89920977	melanocortin 1 receptor [Source:HGNC Symbol;Acc:HGNC:6929]	MC1R
ENSG00000258890	17	64506767	64542461	centrosomal protein 95 [Source:HGNC Symbol;Acc:HGNC:25141]	CEP95
ENSG00000258947	16	89921392	89938761	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	TUBB3
ENSG00000259456	20	50930236	50946531	ADNP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51227]	ADNP-AS1
ENSG00000259605	19	45764785	45769806	novel transcript, antisense to SIX5	
ENSG00000259725	16	54931739	54938692	novel transcript	
ENSG00000259768	16	72664791	72874944	ZFHX3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56033]	ZFHX3-AS1
ENSG00000259803	16	89195761	89201651	solute carrier family 22 member 31 [Source:HGNC Symbol;Acc:HGNC:27091]	SLC22A31
ENSG00000259867	16	80154979	80569670	DYNLRB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55405]	DYNLRB2-AS1
ENSG00000259877	16	89215160	89217653	ZNF778 divergent transcript [Source:HGNC Symbol;Acc:HGNC:56034]	ZNF778-DT
ENSG00000259881	16	88881038	88887136	novel transcript, antisense to CBFA2T3	
ENSG00000259940	16	27213308	27214993	novel transcript, antisense to JMJD5	
ENSG00000260001	19	7914803	7919097	transforming growth factor beta receptor 3 like [Source:HGNC Symbol;Acc:HGNC:44152]	TGFBR3L
ENSG00000260005	17	81228707	81233983	TEPSIN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58197]	TEPSIN-AS1
ENSG00000260018	16	84116838	84118261	MBTPS1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55401]	MBTPS1-DT
ENSG00000260032	20	36042280	36051018	non-coding RNA activated by DNA damage [Source:HGNC Symbol;Acc:HGNC:44311]	NORAD
ENSG00000260083	16	30875222	30895220	MIR762 host gene [Source:HGNC Symbol;Acc:HGNC:51386]	MIR762HG
ENSG00000260086	16	48609450	48746318	novel transcript	
ENSG00000260115	16	61918321	61940836	CDH8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55399]	CDH8-AS1
ENSG00000260160	19	52058490	52063703	PROK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:58092]	PROK2-DT
ENSG00000260186	16	58421272	58462470	long intergenic non-protein coding RNA 2137 [Source:HGNC Symbol;Acc:HGNC:52997]	LINC02137
ENSG00000260219	16	30354665	30363713	CD2BP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53029]	CD2BP2-DT
ENSG00000260240	16	59754461	59755026	apolipoprotein O pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48743]	APOOP5
ENSG00000260257	20	32856621	32858751	novel transcript	
ENSG00000260260	16	2151103	2155672	small nucleolar RNA host gene 19 [Source:HGNC Symbol;Acc:HGNC:49574]	SNHG19
ENSG00000260267	16	31456711	31459736	novel transcript, antisense to ARMC5	
ENSG00000260290	16	69756536	69757937	non-POU domain containing, octamer-binding (NONO) pseudogene	
ENSG00000260318	16	11903923	11904137	cytochrome c oxidase subunit 6C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2286]	COX6CP1
ENSG00000260328	17	17011910	17015052	novel transcript	
ENSG00000260394	16	678504	680324	STUB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54519]	STUB1-DT
ENSG00000260442	16	28877938	28879950	ATP2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51370]	ATP2A1-AS1
ENSG00000260448	16	25085168	25111584	LCMT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51177]	LCMT1-AS1
ENSG00000260456	16	87083562	87317420	chromosome 16 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:40033]	C16orf95
ENSG00000260459	16	68822587	68823070	ferritin light chain pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:37964]	FTLP14
ENSG00000260466	16	87822413	87837687	SLC7A5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58301]	SLC7A5-AS1
ENSG00000260528	16	90101034	90222852	family with sequence similarity 157 member C [Source:HGNC Symbol;Acc:HGNC:34081]	FAM157C
ENSG00000260563	17	82293716	82294910	novel transcript	
ENSG00000260565	16	2608379	2682398	endogenous retrovirus group K13 member 1 [Source:HGNC Symbol;Acc:HGNC:27548]	ERVK13-1
ENSG00000260577	16	68644248	68646168	CDH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56084]	CDH3-AS1
ENSG00000260630	16	88663298	88687289	SNAI3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28327]	SNAI3-AS1
ENSG00000260647	17	18268080	18268828	novel transcript, antisense to TOP3A	
ENSG00000260658	16	62921420	63618053	novel transcript	
ENSG00000260708	22	46761879	46762613	TBC1D22A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55388]	TBC1D22A-DT
ENSG00000260710	16	1286067	1300764	UBE2I antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58131]	UBE2I-AS1
ENSG00000260747	18	68277802	68278243	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit B1 (ATP5F1) pseudogene	
ENSG00000260778	16	2267881	2273428	MIR3677 and MIR940 host gene [Source:HGNC Symbol;Acc:HGNC:55382]	MIR3677HG
ENSG00000260781	16	33907419	33937024	Rho GTPase activating protein 23 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45039]	ARHGAP23P1
ENSG00000260828	16	57603137	57603697	high mobility group box 3 pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:39335]	HMGB3P32
ENSG00000260852	16	30919319	30923279	FBXL19 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27557]	FBXL19-AS1
ENSG00000260853	16	28952816	28966883	NFATC2IP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56085]	NFATC2IP-AS1
ENSG00000260860	16	68651056	68651948	calponin 2 (CNN2) pseudogene	
ENSG00000260899	16	30740667	30751381	novel transcript	
ENSG00000260924	22	19171395	19185045	long intergenic non-protein coding RNA 1311 [Source:HGNC Symbol;Acc:HGNC:50503]	LINC01311
ENSG00000260927	16	58129476	58163246	novel transcript, antisense to CSNK2A2	
ENSG00000261008	16	72236281	72665083	long intergenic non-protein coding RNA 1572 [Source:HGNC Symbol;Acc:HGNC:51385]	LINC01572
ENSG00000261092	16	50390894	50397277	long intergenic non-protein coding RNA 2178 [Source:HGNC Symbol;Acc:HGNC:53040]	LINC02178
ENSG00000261118	16	89492017	89508324	novel transcript, antisense to SPG7	
ENSG00000261141	16	81055301	81056426	novel transcript, antisense to C16orf46	
ENSG00000261170	16	74422120	74441937	novel transcript, antisense to CLEC18B	
ENSG00000261175	16	86710122	86761490	long intergenic non-protein coding RNA 2188 [Source:HGNC Symbol;Acc:HGNC:53050]	LINC02188
ENSG00000261188	22	26512503	26516383	TFIP11 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55374]	TFIP11-DT
ENSG00000261221	19	55605638	55617269	zinc finger protein 865 [Source:HGNC Symbol;Acc:HGNC:38705]	ZNF865
ENSG00000261235	16	82044328	82139631	HSD17B2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56281]	HSD17B2-AS1
ENSG00000261241	16	50839978	50901063	long intergenic non-protein coding RNA 2128 [Source:HGNC Symbol;Acc:HGNC:52986]	LINC02128
ENSG00000261286	16	84459259	84467361	ATP2C2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53167]	ATP2C2-AS1
ENSG00000261336	16	47565090	47566884	eukaryotic translation initiation factor 4B pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:37938]	EIF4BP5
ENSG00000261342	19	2727743	2729327	novel transcript	
ENSG00000261373	16	89711856	89718165	VPS9D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48915]	VPS9D1-AS1
ENSG00000261408	17	75979231	76005999	TEN1-CDK3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44420]	TEN1-CDK3
ENSG00000261475	16	31542740	31554456	long intergenic non-protein coding RNA 2190 [Source:HGNC Symbol;Acc:HGNC:53052]	LINC02190
ENSG00000261512	16	46622861	46624451	novel transcript	
ENSG00000261526	19	1874516	1876239	novel transcript	
ENSG00000261557	16	27133483	27135179	eukaryotic translation elongation factor 1 alpha 1 pseudogene 38 [Source:HGNC Symbol;Acc:HGNC:37916]	EEF1A1P38
ENSG00000261596	16	21626742	21627569	novel transcript, sense intronic to METTL9	
ENSG00000261609	16	81314944	81390884	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	GAN
ENSG00000261614	16	31568386	31569475	Y-box binding protein 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2429]	YBX3P1
ENSG00000261659	16	689001	692554	novel transcript, antisense to FBXL16	
ENSG00000261770	19	27757184	27760849	novel transcript	
ENSG00000261777	16	70315442	70346814	DDX19A divergent transcript [Source:HGNC Symbol;Acc:HGNC:55349]	DDX19A-DT
ENSG00000261780	18	73324757	73392162	long intergenic non-protein coding RNA 2582 [Source:HGNC Symbol;Acc:HGNC:53792]	LINC02582
ENSG00000261790	16	1984877	1990477	novel transcript	
